konto	konto_namn_officiell	konto_namn_ascii	niva	huvudgrupp_kod	huvudgrupp_namn_ascii	huvudkonto_kod	huvudkonto_namn_ascii	k2_blocked	auto_select_policy	sokord	stodfraser	tvetydiga_intentioner
5300	Energikostnader för drift (gruppkonto) (ej råvaror och förnödenheter)	energikostnader for drift (gruppkonto) (ej ravaror och fornodenheter)	main	53	energikostnader for drift (ej ravaror och fornodenheter)	5300	energikostnader for drift (gruppkonto) (ej ravaror och fornodenheter)	false	candidate_only	5300 | bas 5300 | drift | drift ravaror | drift ravaror förnödenheter | energikostnad | energikostnader | energikostnader drift | energikostnader drift ravaror | energikostnader drift ravaror förnödenheter | energikostnader för drift gruppkonto ej ravaror och förnödenheter | extern kostnad | förnödenhet | förnödenheter | konto 5300 | ravar | ravaror | ravaror förnödenheter	bas konto 5300 energikostnader för drift gruppkonto ej ravaror och förnödenheter | ej ravaror och förnödenheter | energikostnader drift ravaror förnödenheter | energikostnader för drift | energikostnader för drift ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter energikostnader för drift gruppkonto ej ravaror och förnödenheter | energikostnader för drift gruppkonto | energikostnader för drift gruppkonto ej ravaror och förnödenheter | extern kostnad energikostnader för drift gruppkonto ej ravaror och förnödenheter | gruppkonto | konto 5300 energikostnader för drift gruppkonto ej ravaror och förnödenheter	
5310	El för drift (ej råvaror och förnödenheter)	el for drift (ej ravaror och fornodenheter)	main	53	energikostnader for drift (ej ravaror och fornodenheter)	5310	el for drift (ej ravaror och fornodenheter)	false	exact_name_allowed	5310 | bas 5310 | drift | drift ravaror | drift ravaror förnödenheter | driftel | el | el drift | el drift ravaror | el drift ravaror förnödenheter | el för drift ej ravaror och förnödenheter | el maskindrift | elkostnad | elrakning | energikostnader | energikostnader drift | extern kostnad | förnödenhet | förnödenheter | konto 5310 | maskindrift | ravar | ravaror | ravaror förnödenheter | stromfaktura	bas konto 5310 el för drift ej ravaror och förnödenheter | driftel | ej ravaror och förnödenheter | el drift ravaror förnödenheter | el för drift | el för drift ej ravaror och förnödenheter | el för maskindrift | elkostnad | elrakning | energikostnader för drift ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter el för drift ej ravaror och förnödenheter | extern kostnad el för drift ej ravaror och förnödenheter | konto 5310 el för drift ej ravaror och förnödenheter | stromfaktura	
5320	Gas för drift (ej råvaror och förnödenheter)	gas for drift (ej ravaror och fornodenheter)	main	53	energikostnader for drift (ej ravaror och fornodenheter)	5320	gas for drift (ej ravaror och fornodenheter)	false	exact_name_allowed	5320 | bas 5320 | drift | drift ravaror | drift ravaror förnödenheter | energikostnader | energikostnader drift | extern kostnad | förnödenhet | förnödenheter | gas | gas drift | gas drift ravaror | gas drift ravaror förnödenheter | gas för drift ej ravaror och förnödenheter | konto 5320 | ravar | ravaror | ravaror förnödenheter	bas konto 5320 gas för drift ej ravaror och förnödenheter | ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter gas för drift ej ravaror och förnödenheter | extern kostnad gas för drift ej ravaror och förnödenheter | gas drift ravaror förnödenheter | gas för drift | gas för drift ej ravaror och förnödenheter | konto 5320 gas för drift ej ravaror och förnödenheter	
5330	Eldningsolja för drift (ej råvaror och förnödenheter)	eldningsolja for drift (ej ravaror och fornodenheter)	main	53	energikostnader for drift (ej ravaror och fornodenheter)	5330	eldningsolja for drift (ej ravaror och fornodenheter)	false	exact_name_allowed	5330 | bas 5330 | drift | drift ravaror | drift ravaror förnödenheter | eldningsolja | eldningsolja drift | eldningsolja drift ravaror | eldningsolja drift ravaror förnödenheter | eldningsolja för drift ej ravaror och förnödenheter | energikostnader | energikostnader drift | extern kostnad | förnödenhet | förnödenheter | konto 5330 | ravar | ravaror | ravaror förnödenheter	bas konto 5330 eldningsolja för drift ej ravaror och förnödenheter | ej ravaror och förnödenheter | eldningsolja drift ravaror förnödenheter | eldningsolja för drift | eldningsolja för drift ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter eldningsolja för drift ej ravaror och förnödenheter | extern kostnad eldningsolja för drift ej ravaror och förnödenheter | konto 5330 eldningsolja för drift ej ravaror och förnödenheter	
5340	Stenkol och koks för drift (ej råvaror och förnödenheter)	stenkol och koks for drift (ej ravaror och fornodenheter)	main	53	energikostnader for drift (ej ravaror och fornodenheter)	5340	stenkol och koks for drift (ej ravaror och fornodenheter)	false	exact_name_allowed	5340 | bas 5340 | drift | drift ravaror | drift ravaror förnödenheter | energikostnader | energikostnader drift | extern kostnad | förnödenhet | förnödenheter | koks | koks drift | koks drift ravaror | konto 5340 | ravar | ravaror | ravaror förnödenheter | stenkol | stenkol koks | stenkol koks drift | stenkol koks drift ravaror förnödenheter | stenkol och koks för drift ej ravaror och förnödenheter	bas konto 5340 stenkol och koks för drift ej ravaror och förnödenheter | ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter stenkol och koks för drift ej ravaror och förnödenheter | extern kostnad stenkol och koks för drift ej ravaror och förnödenheter | konto 5340 stenkol och koks för drift ej ravaror och förnödenheter | stenkol koks drift ravaror förnödenheter | stenkol och koks för drift | stenkol och koks för drift ej ravaror och förnödenheter	
5350	Torv, träkol, ved, m.m. för drift (ej råvaror och förnödenheter)	torv, trakol, ved, m.m. for drift (ej ravaror och fornodenheter)	main	53	energikostnader for drift (ej ravaror och fornodenheter)	5350	torv, trakol, ved, m.m. for drift (ej ravaror och fornodenheter)	false	exact_name_allowed	5350 | bas 5350 | drift | drift ravaror | drift ravaror förnödenheter | energikostnader | energikostnader drift | extern kostnad | förnödenhet | förnödenheter | konto 5350 | ravar | ravaror | ravaror förnödenheter | torv | torv trakol | torv trakol ved | torv trakol ved drift ravaror förnödenheter | torv trakol ved m m för drift ej ravaror och förnödenheter | trakol | trakol ved | trakol ved drift | ved | ved drift | ved drift ravaror	bas konto 5350 torv trakol ved m m för drift ej ravaror och förnödenheter | ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter torv trakol ved m m för drift ej ravaror och förnödenheter | extern kostnad torv trakol ved m m för drift ej ravaror och förnödenheter | konto 5350 torv trakol ved m m för drift ej ravaror och förnödenheter | m m för drift | torv | torv trakol ved drift ravaror förnödenheter | torv trakol ved m m för drift | torv trakol ved m m för drift ej ravaror och förnödenheter | trakol | ved	
5360	Bensin, fotogen och motorbrännolja för drift (ej råvaror och förnödenheter)	bensin, fotogen och motorbrannolja for drift (ej ravaror och fornodenheter)	main	53	energikostnader for drift (ej ravaror och fornodenheter)	5360	bensin, fotogen och motorbrannolja for drift (ej ravaror och fornodenheter)	false	exact_name_allowed	5360 | bas 5360 | bensin | bensin fotogen | bensin fotogen motorbrannolja | bensin fotogen motorbrannolja drift ravaror förnödenheter | bensin fotogen och motorbrannolja för drift ej ravaror och förnödenheter | drift | drift ravaror | drift ravaror förnödenheter | energikostnader | energikostnader drift | extern kostnad | förnödenhet | förnödenheter | fotogen | fotogen motorbrannolja | fotogen motorbrannolja drift | konto 5360 | motorbrannolja | motorbrannolja drift | motorbrannolja drift ravaror | ravar | ravaror | ravaror förnödenheter	bas konto 5360 bensin fotogen och motorbrannolja för drift ej ravaror och förnödenheter | bensin | bensin fotogen motorbrannolja drift ravaror förnödenheter | bensin fotogen och motorbrannolja för drift | bensin fotogen och motorbrannolja för drift ej ravaror och förnödenheter | ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter bensin fotogen och motorbrannolja för drift ej ravaror och förnödenheter | extern kostnad bensin fotogen och motorbrannolja för drift ej ravaror och förnödenheter | fotogen och motorbrannolja för drift | konto 5360 bensin fotogen och motorbrannolja för drift ej ravaror och förnödenheter	
5370	Fjärrvärme, kyla och ånga för drift (ej råvaror och förnödenheter)	fjarrvarme, kyla och anga for drift (ej ravaror och fornodenheter)	main	53	energikostnader for drift (ej ravaror och fornodenheter)	5370	fjarrvarme, kyla och anga for drift (ej ravaror och fornodenheter)	false	exact_name_allowed	5370 | anga | anga drift | anga drift ravaror | bas 5370 | drift | drift ravaror | drift ravaror förnödenheter | energikostnader | energikostnader drift | extern kostnad | fjarrvarme | fjarrvarme kyla | fjarrvarme kyla anga | fjarrvarme kyla anga drift ravaror förnödenheter | fjarrvarme kyla och anga för drift ej ravaror och förnödenheter | förnödenhet | förnödenheter | konto 5370 | kyla | kyla anga | kyla anga drift | ravar | ravaror | ravaror förnödenheter | uppvarmningskostnad | varmerakning	bas konto 5370 fjarrvarme kyla och anga för drift ej ravaror och förnödenheter | ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter fjarrvarme kyla och anga för drift ej ravaror och förnödenheter | extern kostnad fjarrvarme kyla och anga för drift ej ravaror och förnödenheter | fjarrvarme | fjarrvarme kyla anga drift ravaror förnödenheter | fjarrvarme kyla och anga för drift | fjarrvarme kyla och anga för drift ej ravaror och förnödenheter | konto 5370 fjarrvarme kyla och anga för drift ej ravaror och förnödenheter | kyla och anga för drift | uppvarmningskostnad | varmerakning	
5380	Vatten för drift (ej råvaror och förnödenheter)	vatten for drift (ej ravaror och fornodenheter)	main	53	energikostnader for drift (ej ravaror och fornodenheter)	5380	vatten for drift (ej ravaror och fornodenheter)	false	exact_name_allowed	5380 | avgift | avloppsavgift | bas 5380 | drift | drift ravaror | drift ravaror förnödenheter | energikostnader | energikostnader drift | extern kostnad | förnödenhet | förnödenheter | konto 5380 | ravar | ravaror | ravaror förnödenheter | va | va avgift | vatten | vatten drift | vatten drift ravaror | vatten drift ravaror förnödenheter | vatten för drift ej ravaror och förnödenheter | vattenfaktura	avloppsavgift | bas konto 5380 vatten för drift ej ravaror och förnödenheter | ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter vatten för drift ej ravaror och förnödenheter | extern kostnad vatten för drift ej ravaror och förnödenheter | konto 5380 vatten för drift ej ravaror och förnödenheter | va avgift | vatten drift ravaror förnödenheter | vatten för drift | vatten för drift ej ravaror och förnödenheter | vattenfaktura	
5390	Övriga energikostnader för drift (ej råvaror och förnödenheter)	ovriga energikostnader for drift (ej ravaror och fornodenheter)	main	53	energikostnader for drift (ej ravaror och fornodenheter)	5390	ovriga energikostnader for drift (ej ravaror och fornodenheter)	false	exact_name_allowed	5390 | bas 5390 | drift | drift ravaror | drift ravaror förnödenheter | energikostnad | energikostnader | energikostnader drift | energikostnader drift ravaror | energikostnader drift ravaror förnödenheter | extern kostnad | förnödenhet | förnödenheter | konto 5390 | övriga energikostnader för drift ej ravaror och förnödenheter | ravar | ravaror | ravaror förnödenheter	bas konto 5390 övriga energikostnader för drift ej ravaror och förnödenheter | ej ravaror och förnödenheter | energikostnader drift ravaror förnödenheter | energikostnader för drift ej ravaror och förnödenheter | energikostnader för drift ej ravaror och förnödenheter övriga energikostnader för drift ej ravaror och förnödenheter | extern kostnad övriga energikostnader för drift ej ravaror och förnödenheter | konto 5390 övriga energikostnader för drift ej ravaror och förnödenheter | övriga energikostnader för drift | övriga energikostnader för drift ej ravaror och förnödenheter	
54	FÖRBRUKNINGSINVENTARIER OCH FÖRBRUKNINGSMATERIAL	forbrukningsinventarier och forbrukningsmaterial	group	54	forbrukningsinventarier och forbrukningsmaterial			false	group_only	54 | bas 54 | engångsartiklar | engångsartiklar kontor | extern kostnad | fikarum | förbrukningsinventari | förbrukningsinventarier | förbrukningsinventarier förbrukningsmaterial | förbrukningsinventarier och förbrukningsmaterial | förbrukningsmaterial | kaffe | kaffe kontoret | konto 54 | kontor | kontoret | mjolk | mjolk fikarum | te | te kontoret	bas konto 54 förbrukningsinventarier och förbrukningsmaterial | engångsartiklar kontor | extern kostnad förbrukningsinventarier och förbrukningsmaterial | förbrukningsinventarier förbrukningsmaterial | förbrukningsinventarier och förbrukningsmaterial | förbrukningsinventarier och förbrukningsmaterial förbrukningsinventarier och förbrukningsmaterial | kaffe till kontoret | konto 54 förbrukningsinventarier och förbrukningsmaterial | mjolk till fikarum | te till kontoret	
5400	Förbrukningsinventarier och förbrukningsmaterial (gruppkonto)	forbrukningsinventarier och forbrukningsmaterial (gruppkonto)	main	54	forbrukningsinventarier och forbrukningsmaterial	5400	forbrukningsinventarier och forbrukningsmaterial (gruppkonto)	false	candidate_only	5400 | bas 5400 | engångsartiklar | engångsartiklar kontor | extern kostnad | fikarum | förbrukningsinventari | förbrukningsinventarier | förbrukningsinventarier förbrukningsmaterial | förbrukningsinventarier och förbrukningsmaterial gruppkonto | förbrukningsmaterial | kaffe | kaffe kontoret | konto 5400 | kontor | kontoret | mjolk | mjolk fikarum | te | te kontoret	bas konto 5400 förbrukningsinventarier och förbrukningsmaterial gruppkonto | engångsartiklar kontor | extern kostnad förbrukningsinventarier och förbrukningsmaterial gruppkonto | förbrukningsinventarier förbrukningsmaterial | förbrukningsinventarier och förbrukningsmaterial | förbrukningsinventarier och förbrukningsmaterial förbrukningsinventarier och förbrukningsmaterial gruppkonto | förbrukningsinventarier och förbrukningsmaterial gruppkonto | gruppkonto | kaffe till kontoret | konto 5400 förbrukningsinventarier och förbrukningsmaterial gruppkonto | mjolk till fikarum | te till kontoret	
5410	Förbrukningsinventarier	forbrukningsinventarier	main	54	forbrukningsinventarier och forbrukningsmaterial	5410	forbrukningsinventarier	false	blocked_without_context	5410 | bas 5410 | billig | billig dator | dator | dockningsstation | extern kostnad | förbrukningsinventari | förbrukningsinventarier | förbrukningsinventarier förbrukningsmaterial | förbrukningsmaterial | gransen | headset | konto 5410 | skarm | skrivarinköp | skrivarinköp under | tangentbord | under | under gransen	bas konto 5410 förbrukningsinventarier | billig dator | dockningsstation | extern kostnad förbrukningsinventarier | förbrukningsinventarier | förbrukningsinventarier och förbrukningsmaterial | förbrukningsinventarier och förbrukningsmaterial förbrukningsinventarier | headset | konto 5410 förbrukningsinventarier | skarm | skrivarinköp under gransen | tangentbord	dator | skarm | tangentbord
5411	Förbrukningsinv med en livslängd på mer än ett år	forbrukningsinv med en livslangd pa mer an ett ar	sub	54	forbrukningsinventarier och forbrukningsmaterial	5410	forbrukningsinventarier	false	exact_name_allowed	5411 | an | an är | är | bas 5411 | extern kostnad | förbrukningsinv | förbrukningsinv livslangd | förbrukningsinv livslangd mer | förbrukningsinv livslangd mer an är | förbrukningsinv med en livslangd på mer an ett är | förbrukningsinventarier | förbrukningsinventarier förbrukningsmaterial | förbrukningsmaterial | konto 5411 | livslangd | livslangd mer | livslangd mer an | mer | mer an | mer an är	bas konto 5411 förbrukningsinv med en livslangd på mer an ett är | extern kostnad förbrukningsinv med en livslangd på mer an ett är | förbrukningsinv livslangd mer an är | förbrukningsinv med en livslangd på mer an ett är | förbrukningsinventarier | förbrukningsinventarier förbrukningsinv med en livslangd på mer an ett är | förbrukningsinventarier och förbrukningsmaterial | förbrukningsinventarier och förbrukningsmaterial förbrukningsinv med en livslangd på mer an ett är | konto 5411 förbrukningsinv med en livslangd på mer an ett är	
5412	Förbrukningsinv med en livslängd om högst ett år	forbrukningsinv med en livslangd om hogst ett ar	sub	54	forbrukningsinventarier och forbrukningsmaterial	5410	forbrukningsinventarier	false	exact_name_allowed	5412 | är | bas 5412 | extern kostnad | förbrukningsinv | förbrukningsinv livslangd | förbrukningsinv livslangd om | förbrukningsinv livslangd om hogst är | förbrukningsinv med en livslangd om hogst ett är | förbrukningsinventarier | förbrukningsinventarier förbrukningsmaterial | förbrukningsmaterial | hogst | hogst är | konto 5412 | livslangd | livslangd om | livslangd om hogst | om | om hogst | om hogst är	bas konto 5412 förbrukningsinv med en livslangd om hogst ett är | extern kostnad förbrukningsinv med en livslangd om hogst ett är | förbrukningsinv livslangd om hogst är | förbrukningsinv med en livslangd om hogst ett är | förbrukningsinventarier | förbrukningsinventarier förbrukningsinv med en livslangd om hogst ett är | förbrukningsinventarier och förbrukningsmaterial | förbrukningsinventarier och förbrukningsmaterial förbrukningsinv med en livslangd om hogst ett är | konto 5412 förbrukningsinv med en livslangd om hogst ett är	
5420	Programvaror	programvaror	main	54	forbrukningsinventarier och forbrukningsmaterial	5420	programvaror	false	blocked_without_context	5420 | bas 5420 | engångskopt | engångskopt programvara | extern kostnad | förbrukningsinventarier | förbrukningsinventarier förbrukningsmaterial | förbrukningsmaterial | inköpt | inköpt programvara | installerad | installerad mjukvara | installerad programvara | konto 5420 | kop | kop mjukvara | kop programvara | lokal | lokal installerad | mjukvara | programvar | programvara | programvaror | software inköp	bas konto 5420 programvaror | engångskopt programvara | extern kostnad programvaror | förbrukningsinventarier och förbrukningsmaterial | förbrukningsinventarier och förbrukningsmaterial programvaror | inköpt programvara | installerad programvara | konto 5420 programvaror | kop mjukvara | kop programvara | lokal installerad mjukvara | programvaror	programvara | software inköp
5430	Transportinventarier	transportinventarier	main	54	forbrukningsinventarier och forbrukningsmaterial	5430	transportinventarier	false	exact_name_allowed	5430 | bas 5430 | extern kostnad | förbrukningsinventarier | förbrukningsinventarier förbrukningsmaterial | förbrukningsmaterial | konto 5430 | transportinventari | transportinventarier	bas konto 5430 | bas konto 5430 transportinventarier | bokför på konto 5430 | bokför transportinventarier | extern kostnad transportinventarier | förbrukningsinventarier och förbrukningsmaterial | förbrukningsinventarier och förbrukningsmaterial transportinventarier | konto 5430 transportinventarier | konto för transportinventarier | konto inom förbrukningsinventarier förbrukningsmaterial | kostnad eller post transportinventarier | sök konto 5430 | transportinventarier | underkonto till transportinventarier	
5440	Förbrukningsemballage	forbrukningsemballage	main	54	forbrukningsinventarier och forbrukningsmaterial	5440	forbrukningsemballage	false	exact_name_allowed	5440 | bas 5440 | extern kostnad | förbrukningsemballage | förbrukningsinventarier | förbrukningsinventarier förbrukningsmaterial | förbrukningsmaterial | konto 5440	bas konto 5440 | bas konto 5440 förbrukningsemballage | bokför förbrukningsemballage | bokför på konto 5440 | extern kostnad förbrukningsemballage | förbrukningsemballage | förbrukningsinventarier och förbrukningsmaterial | förbrukningsinventarier och förbrukningsmaterial förbrukningsemballage | konto 5440 förbrukningsemballage | konto för förbrukningsemballage | konto inom förbrukningsinventarier förbrukningsmaterial | kostnad eller post förbrukningsemballage | sök konto 5440 | underkonto till förbrukningsemballage	
5460	Förbrukningsmaterial	forbrukningsmaterial	main	54	forbrukningsinventarier och forbrukningsmaterial	5460	forbrukningsmaterial	false	blocked_without_context	5460 | bas 5460 | engångsartiklar | engångsartiklar kontor | extern kostnad | fikarum | fikarumsinköp | förbrukningsinköp kontor | förbrukningsinventarier | förbrukningsinventarier förbrukningsmaterial | förbrukningsmaterial | kaffe | kaffe kontoret | konto 5460 | kontor | kontoret | kontorskaffe | mjolk | mjolk fikarum | te | te kontoret	bas konto 5460 förbrukningsmaterial | engångsartiklar kontor | extern kostnad förbrukningsmaterial | fikarumsinköp | förbrukningsinventarier och förbrukningsmaterial | förbrukningsinventarier och förbrukningsmaterial förbrukningsmaterial | förbrukningsmaterial | kaffe till kontoret | konto 5460 förbrukningsmaterial | kontorskaffe | mjolk till fikarum | te till kontoret	förbrukningsinköp kontor | kaffe | mjolk | te
5480	Arbetskläder och skyddsmaterial	arbetsklader och skyddsmaterial	main	54	forbrukningsinventarier och forbrukningsmaterial	5480	arbetsklader och skyddsmaterial	false	exact_name_allowed	5480 | arbetsjacka | arbetsklad | arbetsklader | arbetsklader och skyddsmaterial | arbetsklader skyddsmaterial | bas 5480 | extern kostnad | förbrukningsinventarier | förbrukningsinventarier förbrukningsmaterial | förbrukningsmaterial | konto 5480 | skyddsklader | skyddsmaterial | skyddsskor | varselklader	arbetsjacka | arbetsklader och skyddsmaterial | arbetsklader skyddsmaterial | bas konto 5480 arbetsklader och skyddsmaterial | extern kostnad arbetsklader och skyddsmaterial | förbrukningsinventarier och förbrukningsmaterial | förbrukningsinventarier och förbrukningsmaterial arbetsklader och skyddsmaterial | konto 5480 arbetsklader och skyddsmaterial | skyddsklader | skyddsskor | varselklader	
55	REPARATION OCH UNDERHÅLL	reparation och underhall	group	55	reparation och underhall			false	group_only	55 | bas 55 | extern kostnad | konto 55 | reparation | reparation och underhall | reparation underhall | reparationskostnad | servicekostnad | underhall | underhallsarbete	bas konto 55 reparation och underhall | extern kostnad reparation och underhall | konto 55 reparation och underhall | reparation och underhall | reparation och underhall reparation och underhall | reparation underhall | reparationskostnad | servicekostnad | underhallsarbete	
5500	Reparation och underhåll (gruppkonto)	reparation och underhall (gruppkonto)	main	55	reparation och underhall	5500	reparation och underhall (gruppkonto)	false	candidate_only	5500 | bas 5500 | extern kostnad | konto 5500 | reparation | reparation och underhall gruppkonto | reparation underhall | reparationskostnad | servicekostnad | underhall | underhallsarbete	bas konto 5500 reparation och underhall gruppkonto | extern kostnad reparation och underhall gruppkonto | gruppkonto | konto 5500 reparation och underhall gruppkonto | reparation och underhall | reparation och underhall gruppkonto | reparation och underhall reparation och underhall gruppkonto | reparation underhall | reparationskostnad | servicekostnad | underhallsarbete	
5510	Reparation och underhåll av maskiner och ändra tekniska anläggningar	reparation och underhall av maskiner och andra tekniska anlaggningar	main	55	reparation och underhall	5510	reparation och underhall av maskiner och andra tekniska anlaggningar	false	exact_name_allowed	5510 | anläggning | anläggningar | bas 5510 | extern kostnad | konto 5510 | maskin | maskiner | maskiner tekniska | maskiner tekniska anläggningar | reparation | reparation och underhall av maskiner och ändra tekniska anläggningar | reparation underhall | reparation underhall maskiner | reparation underhall maskiner tekniska anläggningar | reparationskostnad | servicekostnad | tekniska | tekniska anläggningar | underhall | underhall maskiner | underhall maskiner tekniska | underhallsarbete	bas konto 5510 reparation och underhall av maskiner och ändra tekniska anläggningar | extern kostnad reparation och underhall av maskiner och ändra tekniska anläggningar | konto 5510 reparation och underhall av maskiner och ändra tekniska anläggningar | reparation och underhall | reparation och underhall av maskiner och ändra tekniska anläggningar | reparation och underhall reparation och underhall av maskiner och ändra tekniska anläggningar | reparation underhall maskiner tekniska anläggningar | reparationskostnad | servicekostnad | underhallsarbete	
5520	Reparation och underhåll av inventarier, verktyg och datorer m.m.	reparation och underhall av inventarier, verktyg och datorer m.m.	main	55	reparation och underhall	5520	reparation och underhall av inventarier, verktyg och datorer m.m.	false	exact_name_allowed	5520 | bas 5520 | dator | datorer | extern kostnad | inventari | inventarier | inventarier verktyg | inventarier verktyg datorer | konto 5520 | reparation | reparation och underhall av inventarier verktyg och datorer m m | reparation underhall | reparation underhall inventarier | reparation underhall inventarier verktyg datorer | reparationskostnad | servicekostnad | underhall | underhall inventarier | underhall inventarier verktyg | underhallsarbete | verktyg | verktyg datorer	bas konto 5520 reparation och underhall av inventarier verktyg och datorer m m | extern kostnad reparation och underhall av inventarier verktyg och datorer m m | konto 5520 reparation och underhall av inventarier verktyg och datorer m m | reparation och underhall | reparation och underhall av inventarier | reparation och underhall av inventarier verktyg och datorer m m | reparation och underhall reparation och underhall av inventarier verktyg och datorer m m | reparation underhall inventarier verktyg datorer | reparationskostnad | servicekostnad | underhallsarbete | verktyg och datorer m m	
5530	Reparation och underhåll byggnads- och markinventarier	reparation och underhall byggnads- och markinventarier	main	55	reparation och underhall	5530	reparation och underhall byggnads- och markinventarier	false	exact_name_allowed	5530 | bas 5530 | byggnads | byggnads markinventarier | extern kostnad | konto 5530 | markinventari | markinventarier | reparation | reparation och underhall byggnads och markinventarier | reparation underhall | reparation underhall byggnads | reparation underhall byggnads markinventarier | reparationskostnad | servicekostnad | underhall | underhall byggnads | underhall byggnads markinventarier | underhallsarbete	bas konto 5530 reparation och underhall byggnads och markinventarier | extern kostnad reparation och underhall byggnads och markinventarier | konto 5530 reparation och underhall byggnads och markinventarier | reparation och underhall | reparation och underhall byggnads och markinventarier | reparation och underhall reparation och underhall byggnads och markinventarier | reparation underhall byggnads markinventarier | reparationskostnad | servicekostnad | underhallsarbete	
5550	Reparation och underhåll av förbrukningsinventarier	reparation och underhall av forbrukningsinventarier	main	55	reparation och underhall	5550	reparation och underhall av forbrukningsinventarier	false	exact_name_allowed	5550 | bas 5550 | extern kostnad | förbrukningsinventari | förbrukningsinventarier | konto 5550 | reparation | reparation och underhall av förbrukningsinventarier | reparation underhall | reparation underhall förbrukningsinventarier | reparationskostnad | servicekostnad | underhall | underhall förbrukningsinventarier | underhallsarbete	bas konto 5550 reparation och underhall av förbrukningsinventarier | extern kostnad reparation och underhall av förbrukningsinventarier | konto 5550 reparation och underhall av förbrukningsinventarier | reparation och underhall | reparation och underhall av förbrukningsinventarier | reparation och underhall reparation och underhall av förbrukningsinventarier | reparation underhall förbrukningsinventarier | reparationskostnad | servicekostnad | underhallsarbete	
5580	Underhåll och tvätt av arbetskläder	underhall och tvatt av arbetsklader	main	55	reparation och underhall	5580	underhall och tvatt av arbetsklader	false	exact_name_allowed	5580 | arbetsjacka | arbetsklad | arbetsklader | bas 5580 | extern kostnad | konto 5580 | reparation | reparation underhall | skyddsklader | skyddsskor | tvatt | tvatt arbetsklader | underhall | underhall och tvatt av arbetsklader | underhall tvatt | underhall tvatt arbetsklader | varselklader	arbetsjacka | bas konto 5580 underhall och tvatt av arbetsklader | extern kostnad underhall och tvatt av arbetsklader | konto 5580 underhall och tvatt av arbetsklader | reparation och underhall | reparation och underhall underhall och tvatt av arbetsklader | skyddsklader | skyddsskor | underhall och tvatt av arbetsklader | underhall tvatt arbetsklader | varselklader	
5590	Övriga kostnader för reparation och underhåll	ovriga kostnader for reparation och underhall	main	55	reparation och underhall	5590	ovriga kostnader for reparation och underhall	false	exact_name_allowed	5590 | bas 5590 | extern kostnad | konto 5590 | kostnad | kostnader | kostnader reparation | kostnader reparation underhall | övriga kostnader för reparation och underhall | reparation | reparation underhall | reparationskostnad | servicekostnad | underhall | underhallsarbete	bas konto 5590 övriga kostnader för reparation och underhall | extern kostnad övriga kostnader för reparation och underhall | konto 5590 övriga kostnader för reparation och underhall | kostnader reparation underhall | övriga kostnader för reparation och underhall | reparation och underhall | reparation och underhall övriga kostnader för reparation och underhall | reparationskostnad | servicekostnad | underhallsarbete	
56	KOSTNADER FÖR TRANSPORTMEDEL	kostnader for transportmedel	group	56	kostnader for transportmedel			false	group_only	56 | bas 56 | extern kostnad | konto 56 | kostnad | kostnader | kostnader för transportmedel | kostnader transportmedel | transportmedel	bas konto 56 | bas konto 56 kostnader för transportmedel | bokför kostnader transportmedel | bokför på konto 56 | extern kostnad kostnader för transportmedel | konto 56 kostnader för transportmedel | konto för kostnader transportmedel | konto inom kostnader transportmedel | kostnad eller post kostnader transportmedel | kostnader för transportmedel | kostnader för transportmedel kostnader för transportmedel | kostnader transportmedel | sök konto 56	
5600	Kostnader för transportmedel (gruppkonto)	kostnader for transportmedel (gruppkonto)	main	56	kostnader for transportmedel	5600	kostnader for transportmedel (gruppkonto)	false	candidate_only	5600 | bas 5600 | extern kostnad | konto 5600 | kostnad | kostnader | kostnader för transportmedel gruppkonto | kostnader transportmedel | transportmedel	bas konto 5600 kostnader för transportmedel gruppkonto | extern kostnad kostnader för transportmedel gruppkonto | gruppkonto | konto 5600 kostnader för transportmedel gruppkonto | kostnader för transportmedel | kostnader för transportmedel gruppkonto | kostnader för transportmedel kostnader för transportmedel gruppkonto | kostnader transportmedel	
